job_title,uri,essential_skills,optional_skills
aircraft engine specialist,http://data.europa.eu/esco/occupation/0ac8fe65-32e6-4c25-8345-2b87bc7b2698,"['technical drawings', 'airport safety regulations', 'common aviation safety regulations', 'manage health and safety standards', 'wear appropriate protective gear', 'electronics', 'use technical documentation', 'engineering processes', 'ensure compliance with airport security measures', 'aircraft mechanics', 'mechanics', 'read standard blueprints', 'electrical wiring plans', 'electrical engineering', 'apply technical communication skills', 'read engineering drawings', 'engine components', 'follow manufacturer guidelines in use of airport equipment', 'electricity', 'electromechanics', 'diagnose defective engines']","['inspect aircraft manufacturing', 'operate precision measuring equipment', 'give instructions to staff', 'electrical systems used in transportation', 'liaise with engineers', 'test electronic units', 'quality assurance procedures', 'use computerised maintenance management systems', 'assemble electrical components', 'consult with industry professionals', 'use testing equipment']"
aircraft engine tester,http://data.europa.eu/esco/occupation/b343dd0c-8a83-4e13-a79c-0ac52f526c64,"['evaluate engine performance', 'read standard blueprints', 'perform test run', 'engineering processes', 'diagnose defective engines', 'engine components', 'electromechanics', 'common aviation safety regulations', 'use testing equipment', 'create solutions to problems', 'aircraft mechanics', 'conduct performance tests', 'mechanics', 'operation of different engines', 'operate precision measuring equipment', 'read engineering drawings', 'use technical documentation', 'record test data', 'execute analytical mathematical calculations']","['supervise staff', 'quality assurance procedures', 'write records for repairs', 'maintain test equipment', 'supervise work', 'manage maintenance operations', 'engineering principles', 'liaise with engineers', 'lead inspections', 'disassemble engines', 'operate lifting equipment', 'send faulty equipment back to assembly line', 'position engine on test stand', 'inspect aircraft for airworthiness', 're-assemble engines']"
aircraft fuel system operator,http://data.europa.eu/esco/occupation/1e9e18cb-80b6-4598-acdb-ae3b51047720,"['fuel distribution systems', 'report on fuel distribution incidents', 'fuel inventory methods', 'conduct aviation fuel servicing operations', 'ensure maintenance of fuel distribution facilities', 'follow written instructions', 'identify airport safety hazards', 'show responsibility', 'handle fuels', 'conduct quality assurance inspections on fuel operations']","['make numerical calculations', 'perform manual work autonomously']"
aircraft gas turbine engine overhaul technician,http://data.europa.eu/esco/occupation/7d599049-d15a-4fda-afe9-b334b0614ec7,"['use power tools', 'bolt engine parts', 'use technical documentation', 'read engineering drawings', 'mechanics', 'disassemble engines', 'adjust tightness of engine parts', 'apply health and safety standards', 'wear appropriate protective gear', 'engine components', 'troubleshoot', 'common aviation safety regulations', 'quality standards', 're-assemble engines', 'aircraft mechanics', 'read standard blueprints', 'recognise signs of corrosion', 'fasten components', 'operation of different engines', 'align components']","['operate precision measuring equipment', 'operate welding equipment', 'position engine on test stand', 'use testing equipment', 'evaluate engine performance', 'electromechanics', 'engineering processes', 'engineering principles', 'diagnose defective engines', 'record test data', 'operate soldering equipment', 'operate lifting equipment', 'conduct performance tests', 'write records for repairs', 'tend riveting machine', 'liaise with engineers', 'operate handheld riveting equipment', 'keep records of work progress', 'rivet types', 'repair engines']"
aircraft groomer,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,"['sort waste', 'report anomalies in aircraft interiors', 'comply with checklists', 'vacuum surfaces', 'follow ethical code of conduct in transport services', 'perform cleaning duties', 'follow hygienic procedures during food processing', 'inspect aircraft cleanliness', 'communicate verbal instructions', 'ensure public safety and security']","['perform manual work autonomously', 'act reliably', 'follow written instructions', 'manage cleaning activities', 'use different communication channels', 'lift heavy weights', 'work in an aviation team', 'follow verbal instructions', 'manage health and safety standards']"
aircraft interior technician,http://data.europa.eu/esco/occupation/c932109b-3e4f-43aa-b346-1ea421da0adb,"['apply health and safety standards', 'wear appropriate protective gear', 'read standard blueprints', 'troubleshoot', 'fasten components', 'carry out measurements of parts', 'upholstery tools', 'read engineering drawings', 'test electronic units', 'use technical documentation', 'apply preliminary treatment to workpieces', 'use power tools', 'align components', 'quality standards']","['install low voltage wiring', 'aircraft mechanics', 'install plumbing systems', ""upholster transport equipment's interior pieces"", 'provide customized upholstery', 'manufacture fabric furnishings', 'install floor coverings', 'install transport equipment lighting', 'sew textile-based articles', 'install transport vehicle interior components', 'perform upholstery repair', 'cut fabrics', 'electrical wiring plans', 'aircraft flight control systems', 'inspect quality of products', 'keep records of work progress', 'integrate system components', 'install wall coverings', 'repair wiring', 'sew pieces of fabric', 'electricity', 'install passenger service units', 'use manual sewing techniques']"
aircraft maintenance coordinator,http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936,"['manage airport development resources', 'manage human resources', 'use computerised maintenance management systems', 'visual aid systems in airports', 'apply airport standards and regulations', 'detect bottlenecks', 'use technical documentation', 'analyse the need for technical resources', 'perform resource planning', 'airport safety regulations', 'determine maintenance schedules for airport equipment', 'report airport security incidents', 'identify airport safety hazards', 'manage airport workshops', 'airport planning']","['perform risk analysis', 'make numerical calculations', 'wear appropriate protective gear', 'aviation standards and recommended practices', 'quality assurance procedures', 'follow industry codes of practice for aviation safety;', 'ensure data protection in aviation operations', 'aircraft cargo capacity', 'aircraft mechanics', 'financial capability']"
aircraft maintenance engineer,http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd,"['airport planning', 'engineering processes', 'electrical wiring plans', 'manage health and safety standards', 'ensure compliance with airport security measures', 'use power tools', 'read standard blueprints', 'electronics', 'repair engines', 'follow manufacturer guidelines in use of airport equipment', 'inspect aircraft for airworthiness', 'wear appropriate protective gear', 'apply technical communication skills', 'electrical engineering', 'technical drawings', 'read engineering drawings', 'aircraft flight control systems', 'use technical documentation', 'engineering principles', 'electricity', 'engine components', 'electromechanics', 'mechanics', 'aircraft mechanics', 'use testing equipment', 'mechanical engineering', 'disassemble engines', 'evaluate engine performance', 'install electrical and electronic equipment', 'diagnose defective engines', 'manage airport development resources']","['operate soldering equipment', 'operate precision measuring equipment', 'manage airport workshops', 'test electronic units', 'electrical systems used in transportation', 'assemble electrical components', 'use computerised maintenance management systems']"
aircraft maintenance technician,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258,"['airport safety regulations', 'repair engines', 'use technical documentation', 'use power tools', 'assemble electrical components', 'disassemble engines', 'electricity', 'aircraft mechanics', 'follow manufacturer guidelines in use of airport equipment', 'electrical engineering', 'apply technical communication skills', 'electronics', 'electrical wiring plans', 'common aviation safety regulations', 'evaluate engine performance', 'technical drawings', 'electromechanics', 'engine components', 'ensure compliance with airport security measures', 'read engineering drawings', 'engineering processes', 'mechanics', 'read standard blueprints', 'wear appropriate protective gear', 'install electrical and electronic equipment', 'manage health and safety standards', 'engineering principles', 'operate soldering equipment', 'mechanical engineering']","['aircraft flight control systems', 'operate precision measuring equipment', 'use testing equipment', 'electrical systems used in transportation', 'use computerised maintenance management systems', 'conduct performance tests', 'test electronic units', 'inspect aircraft for airworthiness']"
aircraft marshaller,http://data.europa.eu/esco/occupation/7f7d2bfe-f038-436f-95ff-29bc90726430,"['operate follow-me vehicles', 'dangers of marshalling activity', 'ensure efficient communication in air traffic services', 'execute necessary procedures prior to take off', 'operate radio equipment', 'comply with air traffic control operations', 'aircraft marshalling signals', 'identify airport safety hazards', 'perform necessary checks before moving aircraft onto stand', 'work in an aviation team', 'ramp safety requirements', 'apply airport standards and regulations', 'civil aviation regulations']","['respond to changing navigation circumstances', 'write signalling reports', 'use ICT systems', 'write work-related reports', 'handle fuels']"
aircraft pilot,http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906,"['air traffic control operations', 'common aviation safety regulations', 'comply with air traffic control operations', 'geographic areas', 'operate radio equipment', 'civil aviation regulations', 'implement airside safety procedures', 'operate cockpit control panels', 'ensure ongoing compliance with regulations', 'undertake procedures to meet aircraft flight requirements', 'air transport law', 'read 3D displays', 'ensure compliance with civil aviation regulations', 'operate two-way radio systems', 'aircraft flight control systems', 'use different communication channels', 'apply signalling control procedures', 'read maps', 'have spatial awareness', 'perform take off and landing', 'visual flight rules', 'operate radio navigation instruments', 'operate radar equipment']","['create a flight plan', 'comply with checklists', 'aviation meteorology', 'apply transportation management concepts', 'maintain counterweight inside modes of transport', 'apply airport standards and regulations', 'carry out navigational calculations', 'patrol areas', 'execute flight plans', 'give instructions to staff', 'manage financial risk', 'ensure public safety and security', 'address aircraft mechanical issues', 'communicate with customers', 'supervise crew', 'apply air force procedures', 'ensure compliance with types of weapons', 'run preventive simulations', 'follow verbal instructions', 'write work-related reports', 'listen actively', 'follow airport safety procedures', 'air force operations', 'be friendly to passengers', 'have computer literacy', 'ensure efficient communication in air traffic services', 'follow ethical code of conduct in transport services', 'exert a goal-oriented leadership role towards colleagues', 'undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg', 'perform flight manoeuvres', 'work in an aviation team', 'handle customer complaints', 'surveillance radars', 'geostationary satellites', 'ensure aircraft compliance with regulation', 'keep task records', 'military code', 'perform routine flight operations checks', 'maintain relationship with customers', 'ensure smooth on board operations', 'communicate in English in a competent way', 'military aviation', 'handle stressful situations', 'perform search and rescue missions', 'comprehensively inspect aircraft', 'act reliably', 'tolerate stress', 'respond to changing navigation circumstances', 'apply military aviation regulations', 'use meteorological information', 'freight transport methods', 'adapt to changing situations', 'organise aircraft maintenance', 'deal with challenging work conditions', 'make independent operating decisions', 'analyse work-related written reports', ""respond to customers' inquiries"", 'undertake procedures to meet helicopter flight requirements', 'airport planning', 'pre-flight procedures for IFR flights', 'prepare transportation routes', 'perform risk analysis', 'apply company policies', 'possess visual literacy', 'identify airport safety hazards', 'identify security threats']"
airline food service worker,http://data.europa.eu/esco/occupation/b4bff870-5c8f-4c33-b07f-f04d79830633,"['store raw food materials', 'clean kitchen equipment', 'food allergies', 'maintain food specifications', 'food preservation', 'follow control of substances hazardous to health procedures', 'use different communication channels', 'food legislation', 'foodborne diseases', 'follow hygienic procedures during food processing', 'comply with food safety and hygiene']","['improvise to occuring food processing situations', 'prepare meals for flights', 'apply company policies', 'liaise with colleagues']"
airline transport pilot,http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523,"['follow verbal instructions', 'operate radar equipment', 'ensure ongoing compliance with regulations', 'air transport law', 'operate radio equipment', 'create a flight plan', 'analyse work-related written reports', 'undertake procedures to meet aircraft flight requirements', 'perform flight manoeuvres', 'visual flight rules', 'use meteorological information', 'read maps', 'implement airside safety procedures', 'ensure aircraft compliance with regulation', 'civil aviation regulations', 'operate two-way radio systems', 'geographic areas', 'manage financial risk', 'follow airport safety procedures', 'aircraft flight control systems', 'perform routine flight operations checks', 'perform take off and landing', 'ensure compliance with civil aviation regulations', 'have spatial awareness', 'common aviation safety regulations', 'read 3D displays', 'operate radio navigation instruments', 'operate cockpit control panels', 'apply signalling control procedures', 'supervise crew', 'comprehensively inspect aircraft', 'air traffic control operations', 'maintain counterweight inside modes of transport', 'comply with air traffic control operations', 'aviation meteorology', 'undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg']","['exert a goal-oriented leadership role towards colleagues', 'communicate with customers', ""respond to customers' inquiries"", 'make independent operating decisions', 'maintain relationship with customers', 'carry out navigational calculations', 'respond to changing navigation circumstances', 'handle customer complaints', 'give instructions to staff', 'use different communication channels', 'write work-related reports']"
airport baggage handler,http://data.europa.eu/esco/occupation/3d974e0c-8ed9-47a7-aec2-ebdb34391c87,"['follow airport safety procedures', 'operate forklift', 'apply company policies', 'set up ramps in airports', 'tolerate stress', 'follow ethical code of conduct in transport services', 'transfer luggage', 'work in a logistics team', 'ensure efficient baggage handling', 'ensure public safety and security', 'identify airport safety hazards', 'maintain counterweight inside modes of transport', 'monitor customer safety on apron', 'lift heavy weights', 'meet deadlines']","['act reliably', 'ensure customer focus', 'read checked baggage tags', 'use different communication channels']"
airport chief executive,http://data.europa.eu/esco/occupation/4be4ea31-1211-4f0c-82bb-f6fe10791f4d,"['airport electrical systems', 'airport safety regulations', 'airport environmental regulations', 'show diplomacy', 'create an airport master plan', 'manage staff', 'interact with airport stakeholders', 'direct airport subcontractors', 'responsible gambling', 'airport operating environment', 'monitor airport service performance', 'identify airport safety hazards', 'consider economic criteria in decision making', 'prepare airport annual budget', 'liaise with colleagues', 'implement improvement procedures in airport operations', 'compile airport certification manuals', 'airport planning', 'provide assistance to a variety of airport users', 'airport lighting equipment', 'use different communication channels', 'supervise maintenance activities in airports', 'prepare airport emergency plans', 'liaise with managers', 'write work-related reports', 'coordinate airport environmental policies', 'report airport security incidents']","['plan event marketing for promotional campaigns', 'implement airport emergency plans', 'geostationary satellites', 'carry out preventive airport maintenance', 'manage airport vehicle licences', 'visual aid systems in airports', 'manage airport workshops', 'maintain inventory of airport operations', 'regulation on unpaved areas of airports', 'conduct airport environmental studies', 'apply airport standards and regulations', 'ensure functionality of airport lighting systems', 'apply strategic thinking']"
airport director,http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,"['show diplomacy', 'negotiate sales contracts', 'supervise maintenance activities in airports', 'airport operating environment', 'manage staff', 'work in an aviation team', 'maintain inventory of airport operations', 'provide assistance to a variety of airport users', 'ensure public safety and security', 'implement strategic management', 'build business relationships', 'use different communication channels', 'identify airport safety hazards', 'implement improvement procedures in airport operations', 'follow ethical code of conduct in transport services', 'apply airport standards and regulations', 'airport environmental regulations', 'comply with legal regulations', 'exert a goal-oriented leadership role towards colleagues', 'ensure customer focus', 'create solutions to problems', 'have computer literacy', 'write work-related reports']","['prepare airport emergency plans', 'plan event marketing for promotional campaigns', 'apply strategic thinking', 'implement airport emergency plans', 'prepare airport annual budget', 'implement sales strategies', 'implement marketing strategies', 'apply business acumen']"
airport environment officer,http://data.europa.eu/esco/occupation/69e6db0b-30b4-4e0e-b95b-173f8bc3da73,"['waste management', 'think analytically', 'apply airport standards and regulations', 'develop environmental policy', 'dispose waste', 'implement environmental protection measures', 'promote environmental awareness', 'write work-related reports', 'identify airport safety hazards', 'environmental policy', 'coordinate airport environmental policies', 'comply with wildlife hazard management programmes', 'airport environmental regulations', 'conduct airport environmental studies', 'maintain work area cleanliness']","['work in an aviation team', 'follow ethical code of conduct in transport services', 'follow control of substances hazardous to health procedures', 'use different communication channels', 'follow airport safety procedures']"
airport maintenance technician,http://data.europa.eu/esco/occupation/822bbc2d-bc6a-4fb5-afb8-89170120c6d8,"['interact with airport stakeholders', 'use different communication channels', 'carry out preventive airport maintenance', 'report airport security incidents', 'keep airport maintenance equipment in suitable condition', 'follow written instructions', 'apply airport standards and regulations', 'airport safety regulations', 'perform manual work autonomously', 'identify airport safety hazards', 'show confidence', 'work in an aviation team', 'follow given instructions']","['schedule maintenance of airport electrical systems', 'remove snow from airport operational areas', 'prepare notices to airmen for airport terminal services', 'keep markings legible', 'visual aid systems in airports', 'keep signs legible', 'causes of damage to paved surfaces in airports', 'apply airport lighting cleaning procedures', 'follow manufacturer guidelines in use of airport equipment', 'handle high voltage of airport lighting', 'clean contaminants from airport runways', 'airport electrical systems', 'take appropriate action to address damage to paved surfaces in airports', 'ensure functionality of airport lighting systems', 'follow airport snow control plan', 'keep airport runways clear of obstacles', 'operate various kinds of grass maintenance equipment', 'maintain availability of spare parts', 'keep airport drainage systems functional', 'apply airport lighting maintenance procedures', 'regulation on unpaved areas of airports']"
airport operations officer,http://data.europa.eu/esco/occupation/9967986b-570d-4db1-a179-aad7d1623ea8,"['manage car park operations', 'manage obstacle control', 'monitor aviation meteorology', 'ensure adherence to aerodrome procedures', 'use different communication channels', 'implement improvement procedures in airport operations', 'implement airside safety procedures', 'identify airport safety hazards', 'provide assistance to a variety of airport users', 'investigate aircraft accidents', 'perform risk analysis', 'manage removal of disabled aircraft', 'conduct safe aircraft marshalling', 'create solutions to problems', 'airport environmental regulations', 'manage personnel', 'supervise security at manned access gates', 'instructions of aerodrome operations', 'dangers of marshalling activity', 'prepare airport emergency plans', 'comply with wildlife hazard management programmes', 'prepare notices to airmen for pilots', 'comply with specifications of aerodrome manual', 'operate radio equipment', 'implement airport emergency plans', 'inspect airside area facilities', 'airport planning', 'implement airside vehicle control provisions', 'anticipate installation maintenance', 'ensure accurate screening of luggage in aerodromes', 'follow given instructions', 'manage aircraft parking areas', 'communicate verbal instructions', 'inspect airfield facilities', 'address potential aerodrome hazards', 'apply airport standards and regulations', 'maintain aerodrome equipment']","['supervise maintenance activities in airports', 'have computer literacy', 'ensure customer focus', 'listen actively', 'maintain inventory of airport operations', 'have spatial awareness', 'negotiate sales contracts', 'implement sales strategies', 'apply business acumen', 'show diplomacy', 'plan event marketing for promotional campaigns', 'airport operating environment', 'mark differences in colours', 'implement strategic management', 'address problems critically', 'work in an aviation team', 'exert a goal-oriented leadership role towards colleagues', 'tolerate stress', 'adopt a relaxed posture', 'use logical reasoning', 'prepare airport annual budget', 'air traffic control operations', 'comply with legal regulations', 'write work-related reports', 'follow ethical code of conduct in transport services', 'apply strategic thinking', 'leasing process', 'implement marketing strategies', 'ensure public safety and security']"
airport planning engineer,http://data.europa.eu/esco/occupation/bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa,"[""compare contractors' bids"", 'use different communication channels', 'design customised maps', 'geological factors in airport construction', 'comply with legal regulations', 'write work-related reports', 'interact with airport stakeholders', 'monitor aviation growth trends', 'compile airport certification manuals', 'have computer literacy', 'create an airport master plan', 'execute feasibility study', 'implement strategic management', 'apply airport standards and regulations', 'manage airport development resources', 'manage budgets', 'work in an aviation team', 'land use for airport planning', 'direct airport subcontractors']","['promote environmental awareness', 'airport environmental regulations', 'utilise computer-aided software engineering tools', 'create a work atmosphere of continuous improvement', 'manage contracts', 'conduct airport environmental studies', 'identify airport safety hazards']"
airport security officer,http://data.europa.eu/esco/occupation/b00e9e89-fd8d-4655-b6a2-f58b17629473,"['identify security threats', 'perform body searches', 'respond to enquiries', 'check travel documentation', 'conduct airport security screening', 'illegal substances', 'ensure compliance with airport security measures', 'conduct frisk', 'report airport security incidents', 'check official documents', 'use X-ray machines', 'conduct airport safety inspections', 'identify airport safety hazards', 'apply airport standards and regulations', 'perform security checks', 'airport safety regulations']","['use different communication channels', 'apply self-defence', 'check implementation security plan', 'train employees', 'perform risk analysis', 'manage technical security systems', 'provide first aid', 'maintain operational communications', 'conduct research interview', 'follow given instructions', 'apply knowledge of human behaviour', 'ensure public safety and security', 'legal use-of-force', 'schedule shifts', 'ensure law application', 'ensure compliance with policies', 'inspect cargo', 'detain offenders', 'carry out evacuation of airport in an emergency', 'write situation reports', 'handle conflicts', 'update procedure instructions', 'identify terrorism threats', 'investigation research methods']"
airside safety manager,http://data.europa.eu/esco/occupation/44ec4c04-c2d4-4b92-bb27-e56f5b096d97,"['work in an aviation team', 'identify airport safety hazards', 'comply with specifications of aerodrome manual', 'conduct airport safety inspections', 'ensure annual safety inspections', 'investigate aircraft accidents', 'common aviation safety regulations', 'approve the design of aircraft parking areas', 'supervise airside performance', 'undertake inspections', 'ensure adherence to aerodrome procedures', 'conduct regular aviation research', 'address potential aerodrome hazards', 'apply airport standards and regulations', 'implement the airside safety auditing system']",['negotiate health and safety issues with third parties']
airspace manager,http://data.europa.eu/esco/occupation/cfda19c9-c7e1-497d-a18b-66e29c773745,"['possess visual literacy', 'work in an aviation team', 'have spatial awareness', 'air traffic control operations', 'air transport law', 'celestial navigation', 'apply the concept of Flexible Use of Airspace', 'think analytically', 'electronic communication', 'manage aspects of airspace management', 'use geographic information systems', 'air traffic management', 'operate radar equipment', 'aircraft flight control systems', 'carry out navigational calculations', 'monitor airspace planning', 'use different communication channels']","['give instructions to staff', 'follow airport safety procedures', 'use meteorological information', 'aviation meteorology', 'act reliably']"
alternative animal therapist,http://data.europa.eu/esco/occupation/289c7385-2342-4a4e-b0b1-7b2e977aea79,"['environmental enrichment for animals', 'monitor the welfare of animals', 'control animal movement', 'anatomy of animals', 'assess the animal’s rehabilitation requirements', 'protect health and safety when handling animals', 'prepare animal therapy equipment', 'biosecurity related to animals', 'signs of animal illness', 'advise on animal welfare', 'manage animal hygiene', 'animal welfare legislation', 'deal with challenging people', 'manage animal biosecurity', 'treat animals ethically', 'apply safe work practices in a veterinary setting', 'plan physical rehabilitation of animals', 'animal behaviour', 'manage personal professional development', 'handle veterinary emergencies', 'physiology of animals', 'animal welfare']","['cope with challenging circumstances in the veterinary sector', 'use physiotherapy for treatment of animals', 'use different communication channels', 'perform massage techniques on animals', 'animal production science', 'assess animal behaviour', 'maintain veterinary clinical records', 'use animal chiropractic techniques', 'assess animal nutrition', 'consider environmental factors in long-term care for animals', ""make decisions regarding the animal's welfare"", 'design plans to address undesirable behaviour in animals', 'safe work practices in a veterinary setting', ""assess animal's condition"", 'use osteopathic techniques to improve health of animals', 'develop an animal handling strategy', 'prescribe physical therapy to animals', 'provide support to veterinary clients', 'communicate with customers', 'collaborate with animal related professionals', 'veterinary terminology', 'safely interact with animals', ""understand the animal's situation"", 'manage animal welfare']"
ambassador,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,"['advise on legislative acts', 'government representation', 'assess risk factors', 'government policy implementation', 'diplomatic principles', 'apply diplomatic principles', 'manage government policy implementation', 'coordinate government activities in foreign institutions', 'represent national interests', 'observe new developments in foreign countries', 'show intercultural awareness', 'advise on foreign affairs policies', 'foreign affairs', 'develop professional network', 'speak different languages', 'foreign affairs policy development', 'maintain relations with local representatives', 'maintain relationships with government agencies']","['apply organisational techniques', 'support other national representatives', 'ensure cross-department cooperation', 'analyse foreign affairs policies', 'perform political negotiation', 'manage emergency procedures', 'analyse potential threats against national security', 'perform government ceremonies', 'ensure public safety and security', 'budgetary principles', 'build international relations', 'conduct public presentations', 'international law', 'set organisational policies', 'organise cultural events', 'apply conflict management', 'facilitate official agreement', 'develop contingency plans for emergencies']"
ammunition assembler,http://data.europa.eu/esco/occupation/183d60f2-277f-47c8-a8c6-f5c8eedba2b0,"['assemble bombs', 'types of cartridges', 'assemble ammunition', 'perform product testing', 'extract products from moulds', 'materials of die', 'manufacturing of weapons and ammunition', 'finish shells', 'types of propellants', 'types of ammunition', 'check quality of raw materials', 'quality standards', 'operate bullet press', 'explosives']","['operate explosives production equipment', 'replace die', 'maintenance of ammunition', 'tend stamping press', 'electroplating metal materials', 'cold forging', 'quality assurance procedures', 'record production data for quality control', 'send faulty equipment back to assembly line', 'tend punch press', 'tend metal polishing machine', 'alloys of precious metals', 'heat metals', 'legal requirements related to ammunition', 'recognise signs of corrosion', 'store produced pyrotechnics']"
ammunition shop manager,http://data.europa.eu/esco/occupation/87fd9791-0922-4da0-a984-f518aadf85ec,"['oversee promotional sales prices', 'ensure compliance with purchasing and contracting regulations', 'obtain relevant licenses', 'supervise merchandise displays', 'recruit employees', 'manage staff', 'set sales goals', 'set up pricing strategies', 'ensure customer focus', 'measure customer feedback', 'adhere to organisational guidelines', 'monitor customer service', ""instruct customers on ammunition's usage"", 'use different communication channels', 'apply procurement', 'maintenance of ammunition', 'maintain relationship with suppliers', 'negotiate buying conditions', 'types of ammunition', 'manage budgets', 'study sales levels of products', 'legal requirements related to ammunition', 'manage theft prevention', 'order supplies', 'employment law', 'maximise sales revenues', 'negotiate sales contracts', 'ensure correct goods labelling', 'maintain relationship with customers', 'apply health and safety standards', 'sales activities']","['sell ammunition', 'ensure compliance with types of weapons', 'sell weapons']"
ammunition specialised seller,http://data.europa.eu/esco/occupation/0d9eed6b-4908-4112-bf37-ae08e2f0f326,"['carry out order intake', 'apply numeracy skills', 'organise product display', ""demonstrate products' features"", 'examine merchandise', 'product comprehension', 'legal requirements related to ammunition', 'guarantee customer satisfaction', 'monitor stock level', 'e-commerce systems', 'organise storage facilities', ""instruct customers on ammunition's usage"", 'maintain store cleanliness', 'process refunds', ""identify customer's needs"", 'plan aftersales arrangements', 'sell ammunition', 'characteristics of services', 'provide customer follow-up services', 'sell weapons', 'use different communication channels', 'sales argumentation', 'prevent shoplifting', 'stock shelves', 'carry out active selling', 'carry out products preparation', 'operate cash register', 'provide customer guidance on product selection', 'characteristics of products', 'issue sales invoices', 'types of ammunition', 'ensure compliance with legal requirements']",[]
amusement and recreation attendant,http://data.europa.eu/esco/occupation/e31c83ac-cb74-4936-88f1-90ed0997b29b,"['operate amusement rides', 'assist amusement park visitors', 'monitor amusement park safety', 'provide amusement park information', 'clean amusement park facilities', 'tend amusement park booths', 'amusement park emergency procedures', 'announce amusement park attractions', 'direct amusement park clients']","['schedule recreation facilities', 'fasten safety devices', 'validate amusement park tickets', 'maintain amusement park equipment', 'serve beverages', 'issue sport equipment', 'sell amusement park tickets']"
amusement park cleaner,http://data.europa.eu/esco/occupation/38eb308f-0075-451e-9c1a-c557fd173022,"['perform minor repairs to equipment', 'amusement park emergency procedures', 'clean glass surfaces', 'maintain amusement park equipment', 'maintain amusement park attractions', 'clean amusement park facilities']","['cleaning products', 'handle chemical cleaning agents', 'communicate with park visitors', 'direct amusement park clients', 'monitor amusement park safety', 'assist amusement park visitors']"
anaesthetic technician,http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b,"['manage infection control in the facility', 'pharmacology', 'ensure the positioning of the patient for surgery', 'resuscitation', 'emergency surgery', 'assess patients after surgery', 'tolerate stress', 'administer anaesthetics to patients', 'professional documentation in health care', 'communicate effectively in healthcare', 'monitor stock level', ""monitor patient's vital signs"", 'empathise with the healthcare user', 'human physiology', 'infection control', ""manage healthcare users' data"", 'surgery', 'anaesthetics', 'first aid', 'surgical asepsis', 'emergency medicine', 'work in multidisciplinary health teams', 'biophysics', 'dispose medical waste', 'ensure safety of healthcare users', 'maintain anaesthetic machinery', 'comply with legislation related to health care', 'sterilization techniques', 'order supplies for anaesthesia services', 'undertake healthcare examination', 'human anatomy', 'monitor patients during surgery', 'medical informatics', 'comply with quality standards related to healthcare practice', 'deal with emergency care situations', 'intensive care medicine']","['radiation protection', 'assist with hemostasis', 'endoscopy', 'use venepuncture procedure equipment', 'manage acute pain', 'techniques of blood-sampling', 'perform venepuncture procedures', 'positions for surgical procedures', 'manage adverse reactions to anaesthesia', 'medical terminology', 'instruct on allergic reactions to anaesthetics', 'ensure proper visualisation of the operating site', 'employ foreign languages in care']"
analytical chemist,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,"['scientific research methodology', 'mathematics', 'handle chemicals', 'perform laboratory tests', 'execute analytical mathematical calculations', 'analyse chemical substances', 'identify purpose of analysis', 'perform scientific research', 'apply safety procedures in laboratory', 'use chemical analysis equipment', 'chemical processes', 'chemistry', 'laboratory techniques', 'analytical chemistry', 'apply statistical analysis techniques', 'statistics', 'apply scientific methods']","['record test data', 'archive scientific documentation', 'prepare chemical samples', 'oversee quality control', 'pharmaceutical chemistry', 'calibrate laboratory equipment', 'analyse experimental laboratory data', 'collect samples for analysis', 'write research proposals', 'report test findings', 'manage chemical testing procedures', 'supervise laboratory operations', 'write scientific papers', 'label samples', 'develop scientific research protocols', 'test chemical samples']"
